binomial,extinction.rate.hackett,extinction.rate.ericson,rab.ex.rate.lumped,rab.ex.rate.split,English_name,TipLabel,Female_plumage_score,Male_plumage_score,Body_size_ppca,Tropical_life_history_ppca,Sexual_selection_ppca,Cooperative_breeding_ppca,Migration_ppca,SDi,range.size.m2,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,se.bioclim1,se.bioclim2,se.bioclim3,se.bioclim4,se.bioclim5,se.bioclim6,se.bioclim7,se.bioclim8,se.bioclim9,se.bioclim10,se.bioclim11,se.bioclim12,se.bioclim13,se.bioclim14,se.bioclim15,se.bioclim16,se.bioclim17,se.bioclim18,se.bioclim19,cclgmbi1,cclgmbi10,cclgmbi11,cclgmbi12,cclgmbi13,cclgmbi14,cclgmbi15,cclgmbi16,cclgmbi17,cclgmbi18,cclgmbi19,cclgmbi2,cclgmbi3,cclgmbi4,cclgmbi5,cclgmbi6,cclgmbi7,cclgmbi8,cclgmbi9,se.cclgmbi1,se.cclgmbi10,se.cclgmbi11,se.cclgmbi12,se.cclgmbi13,se.cclgmbi14,se.cclgmbi15,se.cclgmbi16,se.cclgmbi17,se.cclgmbi18,se.cclgmbi19,se.cclgmbi2,se.cclgmbi3,se.cclgmbi4,se.cclgmbi5,se.cclgmbi6,se.cclgmbi7,se.cclgmbi8,se.cclgmbi9,NPP,NPP.se,Pop_Density,pop.density.se,X2010.IUCN.Red.List.category,BLFamilyLatin,BLFamilyEnglish,IOCOrder,PassNonPass,OscSubOsc,PCA,Segment.classification,Colour.discriminability
Xenoligea montana,0.002970071,0.003878767,0.007553656,0.008671284,White-winged Warbler,Xenoligea_montana,50.55555556,51.38888889,NA,NA,NA,NA,NA,1.016483516,6517463360,169.561,123.671,75.018,1266.445,246.5,82.779,163.721,177.356,152.524,183.323,150.976,1476.016,248.065,39.976,52.963,562.329,138.59,456.168,150.947,0.863810423,0.245721668,0.050539393,2.193276872,0.906233557,0.843853214,0.251711179,0.877421867,0.870071519,0.856362089,0.867610611,6.984721761,1.130398415,0.310338096,0.200354118,3.623144758,0.833949262,2.923433639,1.050704607,141.603,155.628,120.367,706.264,131.563,12.517,68.484,334.311,45.728,285.528,52.856,145.567,77.166,1379.806,225.849,38.557,187.292,152.042,124.707,0.85959659,0.851319188,0.863273741,4.534149183,0.964933743,0.083081969,0.221623241,2.664594593,0.321352273,2.200723608,0.369212109,0.32849874,0.0527563,1.640570582,0.908322216,0.859165244,0.335346378,0.859562146,0.870200207,9973.476,130.7866102,64.65644301,2.333611386,VU,Parulidae,New World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Xenopipo atronitens,0.012157972,0.012287066,0.035582197,0.049669681,Black Manakin,Xenopipo_atronitens,37.63888889,66.80555556,NA,NA,NA,NA,NA,1.774907749,1.99E+12,256.476,103.993,79.584,493.318,324.711,193.531,131.18,252.332,257.843,262.238,250.053,2339.21,355.637,58.374,54.821,989.619,215.351,367.67,772.381,0.496404917,0.490082781,0.184491141,4.571792664,0.595119859,0.740607547,0.834821254,0.485991732,0.562482655,0.525162024,0.482728928,17.85298639,2.231020099,1.51096497,0.502931306,6.221482998,4.879562063,5.247853949,11.46636697,221.039,226.808,213.936,2336.825,380.319,49.553,59.436,1016.296,187.373,549.533,647.323,107.686,77.254,548.279,292.352,152.647,139.705,218.916,219.747,0.513508686,0.516803853,0.5407183,21.19986081,3.881774003,1.239610352,0.544091849,9.544532072,4.290990617,8.225613024,15.11991609,0.507997505,0.149746145,6.509985797,0.6371688,0.737195937,0.847757434,0.498288305,0.582948385,9630.797,221.2334357,5.417963874,2.515188638,LC,Pipridae,Manakins,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenopipo unicolor,0.012157972,0.012391737,0.036406297,0.050357816,Jet Manakin,Xenopipo_unicolor,43.05555556,68.33333333,NA,NA,NA,NA,NA,1.587096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Pipridae,Manakins,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenopipo uniformis,0.012157972,0.012287066,0.034711824,0.049741553,Olive Manakin,Xenopipo_uniformis,38.19444444,38.05555556,NA,NA,NA,NA,NA,0.996363637,70300469569,222.091,105.972,82.818,419.168,288.21,160.696,127.514,218.339,220.992,226.602,216.607,2520.449,393.532,55.292,54.077,1101.871,212.349,504.591,689.638,0.697810618,0.186788935,0.110122673,3.489725772,0.797380534,0.686513572,0.29523714,0.671823955,0.739424563,0.720747579,0.68349815,18.30362609,3.056756571,0.711839484,0.341203005,8.899619069,2.56252175,5.28146491,15.66030479,182.55,190.896,172.724,2352.702,396.865,47.604,62.853,1082.321,173.65,588.53,368.295,106.882,77.167,713.658,253.829,115.511,138.318,182.579,177.935,0.74507492,0.794506403,0.753806373,16.40227105,3.704895549,0.734205858,0.52667331,9.480942053,2.533160556,10.69369722,10.87009526,0.193358381,0.15556771,5.035003903,0.946496495,0.736612841,0.425908763,0.678909919,0.852705037,9996.793,92.95730972,0.801607315,0.021348111,LC,Pipridae,Manakins,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenopirostris xenopirostris,0.001785088,0.00328016,0.005527647,0.00429243,Lafresnaye's Vanga,Xenopirostris_xenopirostris,55.97222222,56.80555556,NA,NA,NA,NA,NA,1.014888338,40589825572,240.0990991,134.8028028,63.76576577,2828.326326,333.5285285,124.023023,209.5055055,271.4994995,206.1151151,271.5195195,200.3743744,518.8998999,116.3343343,6.8998999,89.46146146,315.4644645,26.23323323,312.7207207,35.17717718,0.155478815,0.355148266,0.060714418,5.314576115,0.245404741,0.240315646,0.390385216,0.160421018,0.160045475,0.160651001,0.172165174,2.665888343,0.794584901,0.147958173,0.48808038,1.859670049,0.470493684,1.884318963,0.735399889,206.91,239.867,166.638,539.242,123.56,8.596,89.273,328.96,33.058,322.095,36.064,139.647,63.654,2939.629,303.486,86.096,217.39,239.812,170.013,0.16011101,0.160184175,0.211777727,2.915791363,0.854908925,0.167441992,0.460180657,1.983309839,0.588269238,1.993013818,0.679782324,0.419843613,0.058751474,6.765944085,0.210775307,0.376819289,0.494805753,0.159128809,0.180375626,9348.526,234.9493292,30.76459256,1.660341445,LC,Vangidae,Vangas,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Xenops milleri,0.020779825,0.032875806,0.03223235,0.026835034,Rufous-tailed Xenops,Xenops_milleri,43.61111111,42.36111111,NA,NA,NA,NA,NA,0.97133758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenops minutus,0.022900689,0.024373841,0.025819461,0.025438189,Plain Xenops,Xenops_minutus,43.61111111,42.5,-0.880039127,1.421306584,-0.301815992,-0.445276143,-0.539632293,0.974522293,9.46E+11,205.926,112.233,61.567,2340.849,291.397,109.639,181.758,227.12,179.7,233.157,173.883,1399.901,206.144,51.26,45.648,557.989,183.972,486.266,209.165,0.747812642,0.516927388,0.145611516,19.92910041,0.668721601,1.127938351,0.917646725,0.65919355,0.949578696,0.649387446,0.902061542,10.125763,1.669721904,1.009983399,0.678989781,4.432629816,3.500724538,4.44800472,3.910561119,170.363,201.686,135.222,1428.52,219.996,50.168,48.47,571.561,190.93,448.877,215.061,121.676,60.627,2627.093,265.467,64.702,200.765,188.465,145.6,0.822598261,0.684936889,0.988539289,11.09183594,1.788845984,1.102058215,0.871807977,4.361638244,4.008040855,4.546003522,4.651088895,0.391630436,0.156724068,22.72230075,0.732958484,1.16596169,0.898365647,0.895994186,1.002986531,12648.718,280.216894,165.1895541,36.77715114,LC,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenops rutilans,0.026027181,0.024373841,0.027886281,0.030021836,Streaked Xenops,Xenops_rutilans,45.55555556,45.69444444,-0.736739964,0.599170975,-0.294699246,-0.445276143,-0.539632293,1.00304878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenopsaris albinucha,0.005753228,0.008912958,0.007661727,0.009635902,White-naped Xenopsaris,Xenopsaris_albinucha,52.77777778,53.61111111,NA,NA,NA,NA,NA,1.015789474,4.45E+12,239.608,122.388,65.403,1981.173,331.809,140.89,190.919,255.164,216.952,261.884,212.211,1238.694,212.351,15.088,68.08,578.575,59.892,331.279,131.329,0.718710568,0.452081667,0.288624141,44.10908674,0.525875521,1.274393966,1.352248133,0.478227776,1.269954519,0.457022334,1.209483083,15.20857341,2.697256197,0.515858863,0.608121214,7.56383421,1.779888856,5.20108108,5.455869617,201.514,226.405,172.617,1249.048,218.131,15.891,68.595,588.064,66.465,395.8,126.61,125.227,64.586,2144.263,297.6,99.124,198.476,217.966,176.74,0.691939726,0.470470315,1.260471777,15.63107841,2.736471106,0.578838642,0.713094298,7.531071168,2.104672046,7.006060154,5.685230844,0.468381097,0.297225414,50.78005739,0.580864359,1.278582574,1.489613498,0.48498872,1.309260311,6794.255,206.0692972,13.11418436,3.467292129,LC,Cotingidae,Cotingas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xenospiza baileyi,0.002941432,0.002767463,0.015751113,0.015551251,Sierra Madre Sparrow,Xenospiza_baileyi,41.25,42.77777778,NA,NA,NA,NA,NA,1.037037037,583448031,136.586,147.746,65.219,2209.004,245.59,20.039,225.551,154.831,120.405,162.386,106.004,948.597,198.722,9.097,90.732,552.728,42.469,358.48,71.215,1.143406307,0.471537731,0.150238512,24.31158582,1.548619425,0.813809416,0.842778544,1.273106924,1.269056137,1.260176594,1.060173548,5.955976515,1.115236508,0.08952992,0.274808471,3.238147868,0.42078272,3.969368147,1.582401583,97.658,124.147,67.726,819.747,168.913,9.532,77.207,431.795,49.278,262.168,111.332,152.298,67.456,2197.094,210.104,-15.573,225.677,112.501,94.719,1.155834326,1.310714066,1.074122275,5.932758095,1.028621161,0.143525522,0.304629201,2.852251797,0.662203314,3.778955183,2.663380065,0.596881448,0.23188755,30.25175813,1.63998498,0.823335018,0.949171005,1.242895325,1.327690778,12952.028,539.0592339,541.74419,55.09172542,EN,Emberizidae,"Buntings, American sparrows and allies",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Xiphirhynchus superciliaris,0.002971538,0.005561018,0.011714474,0.01263223,Slender-billed Scimitar-babbler,Xiphirhynchus_superciliaris,47.77777778,47.36111111,NA,NA,NA,NA,NA,0.99127907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Xiphocolaptes albicollis,0.018529367,0.024373841,0.024527271,0.024439633,White-throated Woodcreeper,Xiphocolaptes_albicollis,45.27777778,46.11111111,NA,NA,NA,NA,NA,1.018404908,2.10E+12,210.804,115.454,62.233,2280.19,298.006,112.414,185.592,224.985,189.044,236.375,179.335,1419.374,217.064,45.805,51.067,584.956,160.516,467.411,185.064,0.735941026,0.42744894,0.221792477,26.5376994,0.633066139,0.918067237,0.775346825,0.894267572,0.930940769,0.581925263,0.946597497,8.104689514,1.71122067,1.263322983,0.869299829,4.386754344,4.183026112,4.103810588,4.239317128,173.305,203.205,139.362,1425.82,223.167,42.886,52.651,592.262,158.849,462.788,186.111,124.067,61.26,2528.721,269.778,66.654,203.124,187.567,156.283,0.75672889,0.577496734,1.027584978,8.101268552,1.673562046,1.159969195,0.899250716,4.118259513,4.043227657,3.838007472,4.602253733,0.380990373,0.216553216,32.55673519,0.627551222,0.977353316,0.860416725,0.90334575,0.899873704,11477.976,283.387955,92.71578163,30.77648985,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphocolaptes major,0.018529367,0.024373841,0.024527271,0.02360506,Great Rufous Woodcreeper,Xiphocolaptes_major,37.36111111,38.47222222,NA,NA,NA,NA,NA,1.029739777,1.46E+12,231.763,128.6,57.908,3215.895,338.141,113.989,224.152,264.593,191.519,268.348,187.537,1021.828,162.29,20.695,60.344,444.189,78.795,401.257,95.582,0.683029546,0.340096553,0.211561561,34.34560144,0.41872718,1.181641721,1.214571562,0.419341386,1.092455536,0.392227917,1.045094663,13.9835371,2.206548154,0.556801583,0.455281171,5.960400797,1.914211373,4.970885903,1.994041995,193.296,235,146.092,1019.084,155.143,23.963,56.327,428.871,93.206,400.047,98.671,130.171,57.292,3512.253,304.142,73.43,230.712,226.306,149.179,0.615471518,0.378469601,1.027428414,15.14683913,2.006941545,0.660851235,0.522736381,5.542340471,2.344799277,5.48642102,2.385405399,0.382842431,0.242981019,39.51472435,0.541215993,1.099488051,1.418923677,0.473861698,1.053521175,7008.083,185.6556471,5.140002878,0.390675708,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphocolaptes promeropirhynchus,0.018529367,0.024373841,0.024527271,0.024145392,Strong-billed Woodcreeper,Xiphocolaptes_promeropirhynchus,42.91666667,41.25,NA,NA,NA,NA,NA,0.961165048,4.85E+12,244.766,106.237,78.435,578.385,312.684,176.194,136.49,244.198,241.178,250.957,236.724,2220.029,316.487,63.008,49.6,881.523,226.171,472.71,491.86,1.058005018,0.443323095,0.221889635,11.76698537,1.099002252,1.231538489,0.849948417,1.031867019,1.118306275,1.057797753,1.099942588,20.7141917,2.824424048,1.626204316,0.586774492,7.921305736,5.179884454,6.850847978,11.28054401,208.685,215.415,199.156,2199.128,319.297,63.482,49.802,866.656,231.567,604.022,403.723,108.285,77.22,673.958,277.487,136.29,141.197,209.917,203.662,1.096008672,1.072631023,1.164788563,22.84846708,3.57780624,1.640014428,0.656402056,9.51514128,5.381435995,8.442181113,10.96219513,0.435841408,0.208564376,14.68401568,1.14011126,1.259569933,0.865576926,1.081016516,1.160532892,11441.271,188.2963904,20.23836842,5.919254367,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xipholena atropurpurea,0.005754583,0.004246771,0.005857434,0.007616579,White-winged Cotinga,Xipholena_atropurpurea,44.16666667,63.33333333,0.94360627,1.474268638,3.122644724,-0.445276143,-0.539632293,1.433962264,2.14E+11,233.594,88.148,65.336,1496.609,300.27,166.014,134.256,237.659,224.422,250.851,212.46,1222.645,183.968,43.455,45.984,501.247,153.575,316.59,281.032,0.462585289,0.493912994,0.09146294,9.151632669,0.463335494,0.76624339,0.80078069,0.476287275,0.73699055,0.438793047,0.5134511,9.212533405,1.662583279,0.69141017,0.525086145,4.581326286,2.290945833,3.144188579,5.709973272,202.446,221.903,176.913,1223.12,227.823,36.011,59.087,558.001,138.871,294.331,255.017,109.206,67.032,1779.4,283.043,119.996,163.047,205.361,190.053,0.485531487,0.496687315,0.53252701,9.747459698,1.895156798,0.651804978,0.626464595,4.295634234,2.470167623,3.050491261,6.749839928,0.523411429,0.12002242,12.3096209,0.652273418,0.780181176,0.994150454,0.574216339,0.735565937,11406.652,288.9080113,97.74811363,16.51050483,EN,Cotingidae,Cotingas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xipholena punicea,0.005754583,0.004246771,0.006050767,0.007616579,Pompadour Cotinga,Xipholena_punicea,47.22222222,64.02777778,1.137084473,2.045465349,3.218592413,-0.445276143,-0.539632293,1.355882353,3.62E+12,257.989,103.653,78.305,543.475,326.712,193.106,133.606,255.111,258.182,264.188,250.766,2291.44,347.314,59.675,52.935,956.598,215.32,369.889,586.428,0.408778643,0.511840377,0.217479361,6.167933591,0.453467406,0.864150172,0.963176242,0.378330296,0.527920047,0.419684156,0.445110511,15.16471724,1.903601614,1.523839053,0.49062765,5.199037641,4.712116472,4.476161156,12.06441888,221.625,227.446,213.954,2298.221,362.816,55.352,55.469,963.393,209.929,591.263,492.047,106.017,77.54,574.536,290.044,152.367,137.677,221.277,218.889,0.439936267,0.444020538,0.488868977,17.63154251,3.211617448,1.333657654,0.54119861,7.83756135,4.371120068,7.273269986,13.40721956,0.512139627,0.187839516,7.198063825,0.536266394,0.845250708,0.924103153,0.405122692,0.545962227,9544.054,158.3555826,7.325302689,4.626993583,LC,Cotingidae,Cotingas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus elegans,0.021389802,0.024373841,0.023833208,0.024556178,Elegant Woodcreeper,Xiphorhynchus_elegans,39.30555556,41.80555556,NA,NA,NA,NA,NA,1.06360424,2.95E+12,255.446,105.204,77.768,580.113,322.035,185.821,136.214,255.348,250.991,261.346,246.932,2328.035,308.303,73.793,44.083,870.288,264.687,502.932,445.916,0.527681278,0.451912169,0.198704956,8.032534709,0.507542485,0.923308972,0.862974466,0.482281548,0.649565127,0.507227329,0.602819017,15.46297602,1.623587764,1.810926173,0.577501185,4.638071017,5.671625725,5.123013434,9.827399795,220.46,226.063,211.329,2306.511,307.851,76.072,42.148,836.807,276.477,683.255,419.617,107.113,78.021,617.765,285.684,147.998,137.686,221.631,214.542,0.571087157,0.557876561,0.636413215,17.74022524,2.197047978,1.726240053,0.528057706,5.771976565,5.519961181,5.272389977,10.23952989,0.409480042,0.179060385,8.487465514,0.550629946,0.917089444,0.745351563,0.540202423,0.68113595,11533.637,138.8966871,6.967077495,4.883091482,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus erythropygius,0.018529367,0.024373841,0.023773349,0.022665882,Spotted Woodcreeper,Xiphorhynchus_erythropygius,41.80555556,43.75,0.75739975,1.17972866,2.132106758,-0.445276143,-0.539632293,1.046511628,1.75E+11,206.712,114.645,68.563,1432.707,290.165,123.236,166.929,213.933,197.778,222.544,186.053,1766.522,311.456,29.92,70.149,812.882,106.863,476.69,170.278,1.130210791,0.410162417,0.161536761,17.05293845,1.163287158,1.288232839,0.716330293,1.127793611,1.262267815,1.159436223,1.140076298,21.68832102,3.957424576,0.696875337,0.450652734,10.70359028,2.241305352,5.530919903,4.140938793,168.106,190.831,138.178,1355.078,286.303,20.828,83.232,766.33,74.617,282.995,129.352,128.771,63.747,2058.555,269.251,67.043,202.208,178.189,158.75,1.221821432,1.222564151,1.300553634,19.7998454,4.356983187,0.455618266,0.510271058,11.6089033,1.54874689,5.44497316,2.960752971,0.462978302,0.162811236,22.73992051,1.283211062,1.485448656,1.011138535,1.200376684,1.551149111,11160.567,222.1701747,156.8962331,19.44106159,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus flavigaster,0.018529367,0.024373841,0.024298028,0.023177451,Ivory-billed Woodcreeper,Xiphorhynchus_flavigaster,41.25,37.36111111,NA,NA,NA,NA,NA,0.905723906,7.67E+11,242.8918919,117.3373373,64.87887888,2000.945946,331.5155155,150.1721722,181.3433433,256.5135135,234.7637638,264.6986987,214.7407407,1501.882883,289.1871872,24.7967968,77.98198198,745.4784785,88.69169169,427.5295295,168.6106106,0.843253302,0.658832779,0.214621619,30.053625,0.890269433,1.189886147,1.205297704,0.872069701,0.952876884,0.847755235,1.002647369,19.65956382,3.311432442,0.711554401,0.677354549,8.795660264,2.364658259,5.244060296,4.543219208,205.665,237.002,164.633,1141.69,242.992,15.834,81.759,620.595,60.937,289.464,140.604,131.178,59.474,2872.512,315.29,93.363,221.927,225.217,197.955,0.930970182,0.937248329,1.159928336,16.97367914,3.476087905,0.468585121,0.629961722,9.232610469,1.644176495,5.238401622,3.804373331,0.572510335,0.231911852,38.68327496,0.976975118,1.28955969,1.279890539,0.960096712,1.182718816,10195.173,289.7382091,77.05592898,14.4408023,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus fuscus,0.018529367,0.024373841,0.024125672,0.022758876,Lesser Woodcreeper,Xiphorhynchus_fuscus,40.41666667,40.69444444,NA,NA,NA,NA,NA,1.006872852,1.95E+12,213.994,116.404,64.558,2068.312,298.026,118.12,179.906,229.942,191.141,236.75,184.903,1251.078,200.468,36.978,56.925,537.21,131.842,443.809,154.2,0.772978305,0.486410711,0.206604263,22.32004348,0.690531794,1.021741433,0.775519564,0.735851965,0.943228922,0.61993695,0.960544761,11.61206217,1.86633496,1.137335944,0.842736958,4.970904726,3.871337791,4.938005915,4.117946756,177.703,203.66,146.787,1281.734,218.314,35.044,60.718,565.643,132.78,424.536,153.712,123.573,63.719,2251.512,269.23,74.701,194.529,191.658,157.763,0.806011443,0.612602385,1.039615521,11.09839545,1.923241082,1.119845578,0.952638439,4.648488571,4.033223586,4.102359572,4.521666344,0.409786036,0.21084709,27.41368359,0.675069492,1.11726715,0.877446906,0.844917109,0.97564169,10882.258,286.6544192,71.8880623,17.11456864,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus guttatus,0.018529367,0.024373841,0.024446705,0.022665923,Buff-throated Woodcreeper,Xiphorhynchus_guttatus,36.94444444,40.13888889,0.814234368,1.304256629,2.374226454,-0.445276143,-0.539632293,1.086466166,2.01E+12,254.2072072,94.97697698,77.96596597,743.2362362,319.2872873,197.1561562,122.1311311,251.961962,255.0890891,263.2922923,244.4814815,2045.416416,328.6176176,56.93693694,53.32232232,885.6506507,203.7897898,312.8858859,637.993994,0.615519246,0.348911802,0.239639331,14.59626744,0.586006889,0.899875184,0.605815256,0.522554493,0.84208847,0.555412895,0.754118262,20.15613797,3.094975183,0.959095815,0.452231515,8.493275811,3.138135089,4.451783067,10.95404296,218.401,228.025,206.827,2067.486,353.974,54.422,60.283,917.825,202.852,478.968,491.822,100.638,76.81,852.51,286.751,154.411,132.34,218.753,215.165,0.609325427,0.559660249,0.76941736,21.27652016,3.32642758,1.093418255,0.65610318,8.796382365,3.89809739,9.55984391,10.82498298,0.403970479,0.22190345,17.73043638,0.663717953,0.93715011,0.882841894,0.545961597,0.821896154,10665.59,265.9223639,27.63550786,8.725770061,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus lachrymosus,0.018529367,0.024373841,0.024647464,0.022665882,Black-striped Woodcreeper,Xiphorhynchus_lachrymosus,42.08333333,37.08333333,1.002969156,1.211996105,2.677629794,-0.445276143,-0.539632293,0.881188119,2.72E+11,254.577,88.486,82.877,446.755,310.17,203.652,106.518,252.959,255.437,260.163,248.676,3468.114,460.755,118.033,44.043,1240.871,417.72,724.17,957.703,0.550589884,0.363744573,0.195212651,5.738648714,0.600331157,0.619434092,0.453055112,0.549885163,0.577726405,0.555239337,0.562469017,50.26094109,4.97475076,3.972540622,0.506904432,13.87297581,12.73601656,13.74328909,15.89620194,222.064,231.707,213.532,3102.398,448.424,103.46,49.406,1195.144,383.608,642.655,784.478,97.378,76.711,706.7,289.512,162.803,126.709,220.377,223.085,0.579292226,0.593674659,0.587015812,47.51745894,5.506961126,3.286300987,0.590472541,14.66884734,11.48777295,12.4776991,13.2386146,0.492326621,0.158463212,6.536446981,0.711433759,0.692950483,0.712797587,0.580565179,0.615355537,10005.966,195.8823483,28.6522821,2.898625641,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus obsoletus,0.018529367,0.024373841,0.023940522,0.022907649,Striped Woodcreeper,Xiphorhynchus_obsoletus,41.94444444,41.25,NA,NA,NA,NA,NA,0.983443709,6.67E+12,257.488,104.292,78.349,567.751,325.732,191.633,134.099,255.264,256.486,263.747,249.69,2297.019,336.718,61.744,51.526,935.434,223.092,408.255,599.427,0.528658051,0.505282145,0.202163471,7.382219189,0.545780223,0.938259368,0.917002777,0.486595396,0.659790214,0.527406056,0.580743629,15.69708881,1.960916028,1.665070246,0.557946797,5.415176986,5.189437522,5.839550867,11.84500278,221.998,228.202,213.481,2267.083,342.576,59.354,52.796,916.841,220.402,591.205,507.54,107.504,77.501,619.222,291.165,151.782,139.383,221.721,218.781,0.566915681,0.57629794,0.622085709,18.00780812,2.906537146,1.535194289,0.600137108,7.129284144,5.101106712,7.854737926,12.33772961,0.48981415,0.188338712,8.888443685,0.645875321,0.926072398,0.861324672,0.526205332,0.688452617,10330.116,186.7529441,10.98229269,9.046127587,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus ocellatus,0.018597902,0.024373841,NA,NA,Ocellated Woodcreeper,Xiphorhynchus_ocellatus,40.69444444,41.66666667,NA,NA,NA,NA,NA,1.023890785,1.26E+12,261.246,99.909,78.94,436.388,323.968,197.42,126.548,260.101,258.107,266.077,255.258,2355.09,312.039,66.782,44.497,883.997,243.103,487.137,486.413,0.159602497,0.261256529,0.147682803,2.972398797,0.233138005,0.428692637,0.499667253,0.115091464,0.266324012,0.17151819,0.19249543,9.0050852,1.173616144,1.156162267,0.378963857,3.252626411,3.517760229,4.368355842,9.113747353,226.582,230.654,220.034,2309.649,297.743,80.595,38.503,814.972,291.53,693.535,383.364,101.949,80.357,455.018,286.492,159.907,126.585,227.699,221.676,0.145830527,0.131793982,0.196304303,9.406701006,1.263881461,1.270924161,0.405070454,3.302137994,4.144580878,3.172835587,6.711161538,0.261619655,0.142484571,3.646565112,0.179114539,0.388666197,0.430530058,0.143425834,0.233515639,10563.887,184.3422013,2.256164374,0.831122689,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
